chain_id	chain_status	missing_steps	ligand_node_id	ligand_label	ligand_receptor_edge_id	ligand_receptor_pathway	receptor_node_id	receptor_label	receptor_tf_edge_id	receptor_tf_pathway	transcription_factor_node_id	transcription_factor_label	tf_target_edge_id	tf_target_pathway	target_gene_node_id	target_gene_label	target_relation	module_sequence	evidence_ids
CHAIN:02893	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE09035	Pikachurin/EGFLAM	M21B-E002155	Pikachurin-GPR179-DAG1-ribbon-synapse	NODE04393	GPR179										21B	M21B-EVID-002098
CHAIN:02894	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE04348	GPC4/glypican-4	M21B-E002156	GPC4-GPR158-mossy-fiber-synapse	NODE04382	GPR158										21B	M21B-EVID-002099
CHAIN:02895	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE11051	THBS1/TSP1	M21B-E002157	TSP1-CACNA2D1-excitatory-synaptogenesis	NODE01503	CACNA2D1/alpha2delta-1										21B	M21B-EVID-002100
CHAIN:02896	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE11056	THBS2/TSP2	M21B-E002158	TSP2-CACNA2D1-excitatory-synaptogenesis	NODE01503	CACNA2D1/alpha2delta-1										21B	M21B-EVID-002101
CHAIN:02897	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE06379	LGI1	M21B-E002159	LGI1-ADAM22-excitatory-synapse	NODE00244	ADAM22										21B	M21B-EVID-002102
CHAIN:02898	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE06379	LGI1	M21B-E002160	LGI1-ADAM23-transsynaptic-synaptic-organization	NODE00246	ADAM23										21B	M21B-EVID-002103
CHAIN:02899	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE06379	LGI1	M21B-E002161	LGI1-ADAM11-binding	NODE00230	ADAM11										21B	M21B-EVID-002104
CHAIN:02900	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE06382	LGI4	M21B-E002162	LGI4-ADAM22-peripheral-neural-binding	NODE00244	ADAM22										21B	M21B-EVID-002105
CHAIN:02901	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE06382	LGI4	M21B-E002163	LGI4-ADAM23-binding	NODE00246	ADAM23										21B	M21B-EVID-002106
CHAIN:02902	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE06382	LGI4	M21B-E002164	LGI4-ADAM11-binding	NODE00230	ADAM11										21B	M21B-EVID-002107
CHAIN:02903	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10551	SPARCL1/Hevin	M21B-E002165	Hevin-NRXN1alpha-NLGN1B-bridge	NODE08365	NRXN1alpha										21B	M21B-EVID-002108
CHAIN:02904	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10551	SPARCL1/Hevin	M21B-E002166	Hevin-NRXN1alpha-NLGN1B-bridge	NODE08107	NLGN1B/neuroligin-1B										21B	M21B-EVID-002109
CHAIN:02905	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10547	SPARC	M21B-E002167	SPARC-neurexin-binding-antagonist-context	NODE08365	NRXN1alpha										21B	M21B-EVID-002110
CHAIN:02906	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10547	SPARC	M21B-E002168	SPARC-neuroligin-binding-antagonist-context	NODE08107	NLGN1B/neuroligin-1B										21B	M21B-EVID-002111
CHAIN:02907	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE06380	LGI2	M21B-E002169	LGI2-ADAM11-binding	NODE00230	ADAM11										21B	M21B-EVID-002112
CHAIN:02908	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE06381	LGI3	M21B-E002170	LGI3-ADAM22-binding	NODE00244	ADAM22										21B	M21B-EVID-002113
CHAIN:02909	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE02307	CNTN6/contactin-6	M21B-E002171	CNTN6-ADGRL1-cis-complex-neuronal-modulation	NODE00290	ADGRL1/Latrophilin-1										21B	M21B-EVID-002114
CHAIN:02910	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE02302	CNTN3/contactin-3	M21B-E002172	CNTN3-PTPRG-binding-retinal-cis-complex	NODE09515	PTPRG/RPTPgamma										21B	M21B-EVID-002115
CHAIN:02911	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE02304	CNTN4/contactin-4	M21B-E002173	CNTN4-PTPRG-binding	NODE09515	PTPRG/RPTPgamma										21B	M21B-EVID-002116
CHAIN:02912	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE02305	CNTN5/contactin-5	M21B-E002174	CNTN5-PTPRG-binding	NODE09515	PTPRG/RPTPgamma										21B	M21B-EVID-002117
CHAIN:02913	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE02307	CNTN6/contactin-6	M21B-E002175	CNTN6-PTPRG-binding	NODE09515	PTPRG/RPTPgamma										21B	M21B-EVID-002118
CHAIN:02914	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE01124	BAI1/ADGRB1	M21B-E002176	BAI1-RTN4R-transsynaptic-neuronal-development	NODE09923	RTN4R										21B	M21B-EVID-002119
CHAIN:02915	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE01124	BAI1/ADGRB1	M21B-E002177	BAI1-RTN4RL1-transsynaptic-neuronal-development	NODE09928	RTN4RL1										21B	M21B-EVID-002120
CHAIN:02916	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE01124	BAI1/ADGRB1	M21B-E002178	BAI1-RTN4RL2-transsynaptic-neuronal-development	NODE09929	RTN4RL2										21B	M21B-EVID-002121
CHAIN:02917	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE01126	BAI3/ADGRB3	M21B-E002179	BAI3-RTN4R-transsynaptic-neuronal-development	NODE09923	RTN4R										21B	M21B-EVID-002122
CHAIN:02918	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE01126	BAI3/ADGRB3	M21B-E002180	BAI3-RTN4RL1-transsynaptic-neuronal-development	NODE09928	RTN4RL1										21B	M21B-EVID-002123
CHAIN:02919	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE01126	BAI3/ADGRB3	M21B-E002181	BAI3-RTN4RL2-transsynaptic-neuronal-development	NODE09929	RTN4RL2										21B	M21B-EVID-002124
CHAIN:02920	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE06258	Laminin-332/Lm5	M21B-E002187	Laminin332-LG3-alpha3beta1-adhesion	NODE05767	ITGA3:ITGB1 integrin										21B	M21B-EVID-002130
CHAIN:02921	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE06258	Laminin-332/Lm5	M21B-E002188	Laminin332-galectin3-keratinocyte-motility	NODE06367	LGALS3										21B	M21B-EVID-002131
CHAIN:02922	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE03196	Endorepellin/perlecan domain V	M21B-E002189	Endorepellin-alpha2beta1-angiostasis	NODE05744	ITGA2:ITGB1 integrin										21B	M21B-EVID-002132
CHAIN:02923	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE03196	Endorepellin/perlecan domain V	M21B-E002190	Endorepellin-VEGFR1-angiostasis	NODE03734	FLT1/VEGFR1										21B	M21B-EVID-002133
CHAIN:02924	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE03196	Endorepellin/perlecan domain V	M21B-E002191	Endorepellin-VEGFR2-alpha2beta1-dual-antagonism	NODE06102	KDR/VEGFR2										21B	M21B-EVID-002134
CHAIN:02925	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE03197	Endostatin/COL18A1 fragment	M21B-E002192	Endostatin-alpha5beta1-angiostasis	NODE05797	ITGA5:ITGB1 integrin										21B	M21B-EVID-002135
CHAIN:02926	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE07763	Neural agrin/AGRN z8 isoform	M21B-E002193	Agrin-LRP4-MuSK-NMJ	NODE06547	LRP4										21B	M21B-EVID-002136
CHAIN:02927	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE06547	LRP4	M21B-E002194	LRP4-MuSK-receptor-complex	NODE07597	MUSK										21B	M21B-EVID-002137
CHAIN:02928	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE02387	Collagen IV	M21B-E002195	CollagenIV-alpha1beta1-adhesion	NODE05734	ITGA1:ITGB1 integrin										21B	M21B-EVID-002138
CHAIN:02929	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE02387	Collagen IV	M21B-E002196	CollagenIV-alpha2beta1-adhesion	NODE05744	ITGA2:ITGB1 integrin										21B	M21B-EVID-002139
CHAIN:02930	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE03197	Endostatin/COL18A1 fragment	M21B-E002197	Endostatin-VEGFR2-angiostasis	NODE06102	KDR/VEGFR2										21B	M21B-EVID-002140
CHAIN:02931	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE02363	COL4A3/Collagen IV alpha3 NC1 fragment	M21B-E002198	CollagenIV-alpha3NC1-alphaVbeta3	NODE05896	ITGAV:ITGB3 integrin										21B	M21B-EVID-002141
CHAIN:02932	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE01519	CADM1/SynCAM1	M21B-E002201	SynCAM1-SynCAM2-transsynaptic-adhesion	NODE01520	CADM2/SynCAM2										21B	M21B-EVID-002144
CHAIN:02933	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE01523	CADM3/SynCAM3	M21B-E002202	SynCAM3-SynCAM4-transsynaptic-adhesion	NODE01525	CADM4/SynCAM4										21B	M21B-EVID-002145
CHAIN:02934	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE09556	PVRL1/Nectin-1	M21B-E002203	Nectin1-Nectin3-trans-adhesion	NODE09559	PVRL3/Nectin-3										21B	M21B-EVID-002146
CHAIN:02935	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE09556	PVRL1/Nectin-1	M21B-E002204	Nectin1-Nectin4-trans-adhesion	NODE09560	PVRL4/Nectin-4										21B	M21B-EVID-002147
CHAIN:02936	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE09557	PVRL2/Nectin-2	M21B-E002205	Nectin2-Nectin3-trans-adhesion	NODE09559	PVRL3/Nectin-3										21B	M21B-EVID-002148
CHAIN:02937	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE07723	NECL2/TSLC1/SynCAM1	M21B-E002206	NECL2-ERBB3-inhibitory-cis-complex	NODE03347	ERBB3/HER3										21B	M21B-EVID-002149
CHAIN:02938	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE07723	NECL2/TSLC1/SynCAM1	M21B-E002207	NECL2-CRTAM-immune-adhesion	NODE02496	CRTAM										21B	M21B-EVID-002150
CHAIN:02939	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE07724	NECL2/TSLC1/SynCAM1 cytoplasmic tail	M21B-E002208	NECL2-PTPN13-ERBB3-inhibitory-relay	NODE09482	PTPN13/FAP-1										21B	M21B-EVID-002151
CHAIN:02940	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE08238	NPHS1/Nephrin	M21B-E002211	Nephrin-NEPH1-heterophilic-slit-diaphragm-complex	NODE06139	KIRREL1/NEPH1										21B	M21B-EVID-002154
CHAIN:02941	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE06035	JAM2/JAM-B	M21B-E002212	JAMB-JAMC-heterophilic-junctional-adhesion	NODE06037	JAM3/JAM-C										21B	M21B-EVID-002155
CHAIN:02942	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE05069	IGSF11/BT-IgSF	M21B-E002225	IGSF11-PSD95-synaptic-scaffold-association	NODE02880	DLG4/PSD-95										21B	M21B-EVID-002168
CHAIN:02943	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE09505	PTPRC/CD45	M21B-E002296	PTPRC-CD247-negative-TCR-relay	NODE10923	TCRZ/CD247 phosphotyrosine										21B	M21B-EVID-002239
CHAIN:02944	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE08111	NLGN2/neuroligin-2	M21B-E002363	NLGN2-NRXN1B-SS4-inhibitory-synaptic-adhesion	NODE08371	NRXN1B/beta-neurexin-1 (SS4+)										21B	M21B-EVID-002306
CHAIN:02945	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE08114	NLGN3/neuroligin-3	M21B-E002364	NLGN3-NRXN1B-SS4-synaptic-adhesion	NODE08372	NRXN1B/beta-neurexin-1 (SS4-)										21B	M21B-EVID-002307
CHAIN:02946	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE06573	LRRTM1	M21B-E002365	LRRTM1-NRXN1-SS4-excitatory-synapse	NODE08367	NRXN1alpha/beta (SS4-)										21B	M21B-EVID-002308
CHAIN:02947	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE04764	HMGB1/CXCL12 reduced heterocomplex	M21B-E002366	HMGB1-CXCL12-CXCR4-injury-chemotaxis	NODE02712	CXCR4										21B	M21B-EVID-002309
CHAIN:02948	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE07220	MIF/macrophage migration inhibitory factor	M21B-E002367	MIF-CXCR4-GPCR-chemotaxis	NODE02712	CXCR4										21B	M21B-EVID-002310
CHAIN:02949	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE07220	MIF/macrophage migration inhibitory factor	M21B-E002368	MIF-CXCR2-GPCR-arrest-chemotaxis	NODE02701	CXCR2										21B	M21B-EVID-002311
CHAIN:02950	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE07220	MIF/macrophage migration inhibitory factor	M21B-E002369	MIF-ACKR3-biased-chemotaxis	NODE00146	ACKR3/CXCR7										21B	M21B-EVID-002312
CHAIN:02951	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE03431	Extracellular ubiquitin/eUb	M21B-E002370	eUb-CXCR4-noncognate-GPCR-activation	NODE02712	CXCR4										21B	M21B-EVID-002313
CHAIN:02952	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE04893	Human beta-defensin-3/HBD3	M21B-E002371	HBD3-CXCR4-endocytosis-antagonism	NODE02712	CXCR4										21B	M21B-EVID-002314
CHAIN:02953	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE11782	vMIP-II/KSHV viral macrophage inflammatory protein-2	M21B-E002372	vMIP-II-CXCR4-viral-antagonism	NODE02712	CXCR4										21B	M21B-EVID-002315
CHAIN:02954	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10217	SEMA5A	M21B-E002373	SEMA5A-PLXNB3-receptor-guidance	NODE09149	PLXNB3										21B	M21B-EVID-002316
CHAIN:02955	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10193	SEMA4A	M21B-E002374	SEMA4A-PLXND1-angiogenesis-inhibition	NODE09152	PLXND1										21B	M21B-EVID-002317
CHAIN:02956	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10193	SEMA4A	M21B-E002375	SEMA4A-PLXNB1-direct-binding-Treg	NODE09144	PLXNB1										21B	M21B-EVID-002318
CHAIN:02957	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10217	SEMA5A	M21B-E002376	SEMA5A-PLXNA1-neuronal-guidance	NODE09134	PLXNA1										21B	M21B-EVID-002319
CHAIN:02958	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10217	SEMA5A	M21B-E002377	SEMA5A-PLXNA2-neuronal-guidance	NODE09137	PLXNA2										21B	M21B-EVID-002320
CHAIN:02959	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10204	SEMA4C	M21B-E002378	SEMA4C-PLXNB2-cerebellar-development	NODE09145	PLXNB2										21B	M21B-EVID-002321
CHAIN:02960	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10215	SEMA4G	M21B-E002379	SEMA4G-PLXNB2-cerebellar-development	NODE09145	PLXNB2										21B	M21B-EVID-002322
CHAIN:02961	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE00550	ANG/angiogenin	M21B-E002380	ANG-PLXNB2-receptor-growth-survival	NODE09145	PLXNB2										21B	M21B-EVID-002323
CHAIN:02962	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE08446	NXPH1/neurexophilin-1	M21B-E002381	NXPH1-NRXN1alpha-LNS2-binding	NODE08365	NRXN1alpha										21B	M21B-EVID-002324
CHAIN:02963	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE08446	NXPH1/neurexophilin-1	M21B-E002382	NXPH1-NRXN2alpha-LNS2-binding	NODE08378	NRXN2alpha										21B	M21B-EVID-002325
CHAIN:02964	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE08446	NXPH1/neurexophilin-1	M21B-E002383	NXPH1-NRXN3alpha-LNS2-binding	NODE08385	NRXN3alpha										21B	M21B-EVID-002326
CHAIN:02965	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE08448	NXPH3/neurexophilin-3	M21B-E002384	NXPH3-NRXN1alpha-LNS2-binding	NODE08365	NRXN1alpha										21B	M21B-EVID-002327
CHAIN:02966	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE08448	NXPH3/neurexophilin-3	M21B-E002385	NXPH3-NRXN2alpha-LNS2-binding	NODE08378	NRXN2alpha										21B	M21B-EVID-002328
CHAIN:02967	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE08448	NXPH3/neurexophilin-3	M21B-E002386	NXPH3-NRXN3alpha-LNS2-binding	NODE08385	NRXN3alpha										21B	M21B-EVID-002329
CHAIN:02968	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE02767	DAG1/alpha-dystroglycan	M21B-E002387	DAG1-NRXN1alpha-LNS2-LNS6-binding	NODE08365	NRXN1alpha										21B	M21B-EVID-002330
CHAIN:02969	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE01491	CA10/carbonic anhydrase-related protein 10	M21B-E002388	CA10-pan-neurexin-cis-binding-and-surface-transport	NODE08361	NRXN1/2/3 alpha-beta-gamma neurexins										21B	M21B-EVID-002331
CHAIN:02970	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE03495	FAM19A1/TAFA1	M21B-E002389	FAM19A1-pan-neurexin-cis-regulation	NODE08360	NRXN1/2/3 alpha-beta neureins (NRXN1gamma excluded)										21B	M21B-EVID-002332
CHAIN:02971	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE03496	FAM19A2/TAFA2	M21B-E002390	FAM19A2-pan-neurexin-cis-regulation	NODE08360	NRXN1/2/3 alpha-beta neureins (NRXN1gamma excluded)										21B	M21B-EVID-002333
CHAIN:02972	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE03497	FAM19A3/TAFA3	M21B-E002391	FAM19A3-pan-neurexin-cis-regulation	NODE08360	NRXN1/2/3 alpha-beta neureins (NRXN1gamma excluded)										21B	M21B-EVID-002334
CHAIN:02973	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE03498	FAM19A4/TAFA4	M21B-E002392	FAM19A4-pan-neurexin-cis-regulation	NODE08360	NRXN1/2/3 alpha-beta neureins (NRXN1gamma excluded)										21B	M21B-EVID-002335
CHAIN:02974	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE05070	IGSF21/immunoglobulin superfamily member 21	M21B-E002393	IGSF21-NRXN2alpha-inhibitory-synapse-organization	NODE08378	NRXN2alpha										21B	M21B-EVID-002336
CHAIN:02975	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE02259	CLSTN3/calsyntenin-3	M21B-E002394	CLSTN3-NRXN1alpha-synapse-development	NODE08365	NRXN1alpha										21B	M21B-EVID-002337
CHAIN:02976	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE08380	NRXN2beta/beta-neurexin-2	M21B-E002395	NRXN2beta-GABRA1beta2gamma2-cis-binding-modulation	NODE03926	GABRA1:GABRB2:GABRG2 GABA-A receptor										21B	M21B-EVID-002338
CHAIN:02977	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE08111	NLGN2/neuroligin-2	M21B-E002396	NLGN2-gephyrin-collybistin-inhibitory-postsynapse	NODE04357	GPHN/gephyrin										21B	M21B-EVID-002339
CHAIN:02978	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE08111	NLGN2/neuroligin-2	M21B-E002397	NLGN2-collybistin-gephyrin-inhibitory-postsynapse	NODE00760	ARHGEF9/collybistin										21B	M21B-EVID-002340
CHAIN:02979	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE03929	GABRA2/GABA-A receptor alpha2 subunit	M21B-E002398	GABRA2-gephyrin-collybistin-inhibitory-postsynapse	NODE04357	GPHN/gephyrin										21B	M21B-EVID-002341
CHAIN:02980	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE03929	GABRA2/GABA-A receptor alpha2 subunit	M21B-E002399	GABRA2-collybistin-gephyrin-inhibitory-postsynapse	NODE00760	ARHGEF9/collybistin										21B	M21B-EVID-002342
CHAIN:02981	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE08111	NLGN2/neuroligin-2	M21B-E002400	NLGN2-MAGI2-inhibitory-postsynaptic-scaffold	NODE06737	MAGI2/S-SCAM										21B	M21B-EVID-002343
CHAIN:02982	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE02769	DAG1/beta-dystroglycan	M21B-E002401	DAG1-MAGI2-inhibitory-postsynaptic-scaffold	NODE06737	MAGI2/S-SCAM										21B	M21B-EVID-002344
CHAIN:02983	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE05072	IGSF9B/IgSF9b	M21B-E002402	IGSF9B-MAGI2-NLGN2-inhibitory-subdomain-organization	NODE06737	MAGI2/S-SCAM										21B	M21B-EVID-002345
CHAIN:02984	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE03920	GABRA1/GABA-A receptor alpha1 subunit	M21B-E002403	GABRA1-gephyrin-inhibitory-postsynapse	NODE04357	GPHN/gephyrin										21B	M21B-EVID-002346
CHAIN:02985	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE03932	GABRA3/GABA-A receptor alpha3 subunit	M21B-E002404	GABRA3-gephyrin-inhibitory-postsynapse	NODE04357	GPHN/gephyrin										21B	M21B-EVID-002347
CHAIN:02986	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE04165	GLRB/glycine receptor beta subunit	M21B-E002405	GLRB-gephyrin-glycinergic-postsynapse	NODE04357	GPHN/gephyrin										21B	M21B-EVID-002348
CHAIN:02987	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE03939	GABRA5/GABA-A receptor alpha5 subunit	M21B-E002406	GABRA5-gephyrin-inhibitory-postsynapse	NODE04357	GPHN/gephyrin										21B	M21B-EVID-002349
CHAIN:02988	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE03951	GABRB2/GABA-A receptor beta2 subunit	M21B-E002407	GABRB2-gephyrin-inhibitory-postsynapse	NODE04357	GPHN/gephyrin										21B	M21B-EVID-002350
CHAIN:02989	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE03953	GABRB3/GABA-A receptor beta3 subunit	M21B-E002408	GABRB3-gephyrin-inhibitory-postsynapse	NODE04357	GPHN/gephyrin										21B	M21B-EVID-002351
CHAIN:02990	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE03913	GABARAP/GABA-A receptor-associated protein	M21B-E002409	GABARAP-gephyrin-receptor-sorting	NODE04357	GPHN/gephyrin										21B	M21B-EVID-002352
CHAIN:02991	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE08116	NLGN4/neuroligin-4	M21B-E002410	NLGN4-gephyrin-glycinergic-postsynapse	NODE04357	GPHN/gephyrin										21B	M21B-EVID-002353
CHAIN:02992	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE08116	NLGN4/neuroligin-4	M21B-E002411	NLGN4-collybistin-gephyrin-glycinergic-postsynapse	NODE00760	ARHGEF9/collybistin										21B	M21B-EVID-002354
CHAIN:02993	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE05648	IQSEC3/SynARFGEF	M21B-E002412	IQSEC3-gephyrin-inhibitory-synapse	NODE04357	GPHN/gephyrin										21B	M21B-EVID-002355
CHAIN:02994	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE04157	GLRA1/glycine receptor alpha1 subunit	M21B-E002413	GLRA1-collybistin-glycinergic-postsynapse	NODE00760	ARHGEF9/collybistin										21B	M21B-EVID-002356
CHAIN:02995	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE04498	GRIP1a/b	M21B-E002414	GRIP1a-b-gephyrin-GABAergic-postsynapse	NODE04357	GPHN/gephyrin										21B	M21B-EVID-002357
CHAIN:02996	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE04499	GRIP1c4-7	M21B-E002415	GRIP1c4-7-gephyrin-GABAergic-postsynapse	NODE04357	GPHN/gephyrin										21B	M21B-EVID-002358
CHAIN:02997	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE06394	LHFPL4/GARLH4	M21B-E002416	LHFPL4-NLGN2-GABAergic-postsynapse	NODE08111	NLGN2/neuroligin-2										21B	M21B-EVID-002359
CHAIN:02998	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE06394	LHFPL4/GARLH4	M21B-E002417	LHFPL4-GABRA1-GABAergic-postsynapse	NODE03920	GABRA1/GABA-A receptor alpha1 subunit										21B	M21B-EVID-002360
CHAIN:02999	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10299	SHISA7/CKAMP59	M21B-E002418	SHISA7-GABRA1-GABAergic-postsynapse	NODE03920	GABRA1/GABA-A receptor alpha1 subunit										21B	M21B-EVID-002361
CHAIN:03000	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10299	SHISA7/CKAMP59	M21B-E002419	SHISA7-GABRA2-GABAergic-postsynapse	NODE03929	GABRA2/GABA-A receptor alpha2 subunit										21B	M21B-EVID-002362
CHAIN:03001	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE10299	SHISA7/CKAMP59	M21B-E002420	SHISA7-GABRG2-GABAergic-postsynapse	NODE03954	GABRG2/GABA-A receptor gamma2 subunit										21B	M21B-EVID-002363
CHAIN:03002	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE02256	CLPTM1/cleft lip and palate transmembrane protein 1	M21B-E002421	CLPTM1-GABRG2-GABAergic-trafficking	NODE03954	GABRG2/GABA-A receptor gamma2 subunit										21B	M21B-EVID-002364
CHAIN:03003	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE09269	PRIP1/PLCL1	M21B-E002422	PRIP-GABRB2-3-GABAergic-trafficking	NODE03952	GABRB2/GABRB3 GABA-A receptor beta subunits										21B	M21B-EVID-002365
CHAIN:03004	partial	receptor_to_transcription_factor;transcription_factor_to_target_gene	NODE04601	HAP1/huntingtin-associated protein 1	M21B-E002423	HAP1-GABAAR-beta-subunits-trafficking	NODE03950	GABRB1/GABRB2/GABRB3 GABA-A receptor beta subunits										21B	M21B-EVID-002366
